date,station,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESF,inclement_weather
2018-03-15T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,3.3,-2.2,-0.6,,False
2018-03-15T00:00:00,?,0.3,0.0,-inf,5505.0,-40.0,,,
2018-03-16T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.7,-1.1,-0.6,,False
2018-03-16T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-03-17T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,3.9,-3.9,-3.3,,False
2018-03-17T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-18T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-19T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.0,-4.4,-3.3,,False
2018-03-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-20T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-21T00:00:00,?,6.6,114.0,inf,5505.0,-40.0,,8.6,True
2018-03-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.8,-2.8,0.6,,False
2018-03-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.8,-2.8,0.6,,False
2018-03-21T00:00:00,?,6.6,114.0,inf,5505.0,-40.0,,8.6,True
2018-03-22T00:00:00,GHCND:USC00280907,17.3,178.0,inf,1.7,-1.7,0.0,,True
2018-03-22T00:00:00,GHCND:USC00280907,17.3,178.0,inf,1.7,-1.7,0.0,,True
2018-03-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,0.0,1.1,,False
2018-03-23T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-03-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,0.0,1.1,,False
2018-03-25T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-25T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.3,-1.1,-0.6,,False
2018-03-25T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.3,-1.1,-0.6,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-27T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.0,-3.3,-3.3,,False
2018-03-27T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-29T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.6,1.7,7.2,,False
2018-03-29T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-03-30T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-03-30T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-03-31T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-04-02T00:00:00,GHCND:USC00280907,9.1,127.0,inf,12.8,-1.1,-1.1,,True
2018-04-02T00:00:00,?,14.0,152.0,inf,5505.0,-40.0,,15.2,True
2018-04-02T00:00:00,GHCND:USC00280907,9.1,127.0,inf,12.8,-1.1,-1.1,,True
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-05T00:00:00,GHCND:USC00280907,0.3,0.0,-inf,11.7,-0.6,-0.6,,False
2018-04-05T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-06T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-04-07T00:00:00,GHCND:USC00280907,0.8,0.0,-inf,13.9,-1.7,2.8,,False
2018-04-07T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-04-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-09T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-2.2,-1.7,,False
2018-04-10T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,8.9,-1.7,1.7,,False
2018-04-10T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,8.9,-1.7,1.7,,False
2018-04-11T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,-3.3,-3.3,,False
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-12T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.0,-3.3,2.2,,False
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-13T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-13T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-15T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-17T00:00:00,?,26.2,,,5505.0,-40.0,,,
2018-04-18T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,7.2,2.2,2.8,,False
2018-04-18T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,7.2,2.2,2.8,,False
2018-04-19T00:00:00,?,2.5,,,5505.0,-40.0,,,
2018-04-19T00:00:00,GHCND:USC00280907,6.9,0.0,-inf,11.1,2.8,3.9,,False
2018-04-19T00:00:00,?,2.5,,,5505.0,-40.0,,,
2018-04-20T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,7.8,1.7,1.7,,False
2018-04-22T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,15.6,4.4,7.8,,False
2018-04-22T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-22T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,15.6,4.4,7.8,,False
2018-04-22T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,18.3,1.1,1.7,,False
2018-04-24T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-26T00:00:00,GHCND:USC00280907,28.4,0.0,-inf,15.0,10.6,12.2,,False
2018-04-26T00:00:00,?,9.1,,,5505.0,-40.0,,,
2018-04-27T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,20.0,8.9,10.6,,False
2018-04-27T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-28T00:00:00,GHCND:USC00280907,2.8,0.0,-inf,12.8,7.8,9.4,,False
2018-04-28T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-28T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-29T00:00:00,?,8.9,,,5505.0,-40.0,,,
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-30T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,13.3,7.2,7.2,,False
2018-05-01T00:00:00,?,2.0,,,5505.0,-40.0,,,
2018-05-01T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,9.4,3.3,3.9,,False
2018-05-01T00:00:00,?,2.0,,,5505.0,-40.0,,,
2018-05-02T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.1,3.9,11.1,,False
2018-05-02T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-03T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-04T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-05-05T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,28.3,15.0,15.0,,False
2018-05-05T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,28.3,15.0,15.0,,False
2018-05-06T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-06T00:00:00,GHCND:USC00280907,0.8,0.0,-inf,23.9,13.9,13.9,,False
2018-05-06T00:00:00,GHCND:USC00280907,0.8,0.0,-inf,23.9,13.9,13.9,,False
2018-05-06T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-07T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-07T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-07T00:00:00,GHCND:USC00280907,5.6,0.0,-inf,16.7,9.4,9.4,,False
2018-05-07T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-09T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-10T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.1,8.9,10.0,,False
2018-05-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.1,8.9,10.0,,False
2018-05-11T00:00:00,?,8.9,,,5505.0,-40.0,,,
2018-05-11T00:00:00,GHCND:USC00280907,12.2,0.0,-inf,23.3,10.0,13.9,,False
2018-05-11T00:00:00,GHCND:USC00280907,12.2,0.0,-inf,23.3,10.0,13.9,,False
2018-05-11T00:00:00,?,8.9,,,5505.0,-40.0,,,
2018-05-12T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-05-12T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-05-12T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-05-12T00:00:00,GHCND:USC00280907,3.0,0.0,-inf,22.2,8.9,10.0,,False
2018-05-13T00:00:00,GHCND:USC00280907,5.1,0.0,-inf,12.8,9.4,10.6,,False
2018-05-13T00:00:00,?,2.0,,,5505.0,-40.0,,,
2018-05-14T00:00:00,GHCND:USC00280907,5.8,0.0,-inf,11.7,10.0,11.1,,False
2018-05-15T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-15T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,23.3,10.6,17.8,,False
2018-05-17T00:00:00,?,13.7,,,5505.0,-40.0,,,
2018-05-17T00:00:00,?,13.7,,,5505.0,-40.0,,,
2018-05-18T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-05-19T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-19T00:00:00,GHCND:USC00280907,3.0,0.0,-inf,18.9,7.8,8.3,,False
2018-05-20T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-20T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-20T00:00:00,GHCND:USC00280907,15.2,0.0,-inf,14.4,7.8,13.9,,False
2018-05-20T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-20T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-20T00:00:00,?,9.7,,,5505.0,-40.0,,,
2018-05-21T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-21T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-21T00:00:00,GHCND:USC00280907,0.8,0.0,-inf,27.2,12.8,13.3,,False
2018-05-22T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-23T00:00:00,GHCND:USC00280907,16.8,0.0,-inf,19.4,13.3,16.1,,False
2018-05-23T00:00:00,?,17.0,,,5505.0,-40.0,,,
2018-05-24T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-24T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.1,15.0,15.6,,False
2018-05-25T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-26T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-05-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,29.4,13.9,20.0,,False
2018-05-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,29.4,13.9,20.0,,False
2018-05-27T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,31.7,18.3,18.3,,False
2018-05-27T00:00:00,?,9.4,,,5505.0,-40.0,,,
2018-05-27T00:00:00,?,9.4,,,5505.0,-40.0,,,
2018-05-27T00:00:00,?,9.4,,,5505.0,-40.0,,,
