date,open,high,low,close,volume
2019-05-20 11-08,183.1,183.1,183.1,183.1,28849.0
2019-05-20 11-09,183.05,183.05,183.05,183.05,31514.0
2019-05-20 11-10,183.11,183.11,183.11,183.11,13251.0
2019-05-20 11-11,183.15,183.15,183.15,183.15,22537.0
2019-05-20 11-12,183.23,183.23,183.23,183.23,19160.0
2019-05-20 11-13,183.083,183.083,183.083,183.083,11108.0
2019-05-20 11-14,182.96,182.96,182.96,182.96,24498.0
2019-05-20 11-15,182.88,182.88,182.88,182.88,33666.0
2019-05-20 11-16,182.9244,182.9244,182.9244,182.9244,21383.0
2019-05-20 11-17,183.0,183.0,183.0,183.0,29812.0
2019-05-20 11-18,183.0,183.0,183.0,183.0,15515.0
2019-05-20 11-19,182.88,182.88,182.88,182.88,6372.0
2019-05-20 11-20,182.67,182.67,182.67,182.67,21512.0
2019-05-20 11-21,183.005,183.005,183.005,183.005,58438.0
2019-05-20 11-22,182.91,182.91,182.91,182.91,8336.0
2019-05-20 11-23,182.9,182.9,182.9,182.9,7247.0
2019-05-20 11-24,183.02,183.02,183.02,183.02,13221.0
2019-05-20 11-25,182.93,182.93,182.93,182.93,54837.0
2019-05-20 11-26,183.05,183.05,183.05,183.05,12026.0
2019-05-20 11-27,182.9901,182.9901,182.9901,182.9901,23046.0
2019-05-20 11-28,183.0272,183.0272,183.0272,183.0272,10447.0
2019-05-20 11-29,183.04,183.04,183.04,183.04,8145.0
2019-05-20 11-30,183.275,183.275,183.275,183.275,38990.0
2019-05-20 11-31,183.16,183.16,183.16,183.16,12580.0
2019-05-20 11-32,183.295,183.295,183.295,183.295,12754.0
2019-05-20 11-33,183.31,183.31,183.31,183.31,10893.0
2019-05-20 11-34,183.25,183.25,183.25,183.25,24098.0
2019-05-20 11-35,182.95,182.95,182.95,182.95,20331.0
2019-05-20 11-36,182.8,182.8,182.8,182.8,17197.0
2019-05-20 11-37,182.73,182.73,182.73,182.73,19988.0
2019-05-20 11-38,182.8288,182.8288,182.8288,182.8288,19624.0
2019-05-20 11-39,182.85,182.85,182.85,182.85,13993.0
2019-05-20 11-40,182.88,182.88,182.88,182.88,20437.0
2019-05-20 11-41,182.87,182.87,182.87,182.87,14308.0
2019-05-20 11-42,182.75,182.75,182.75,182.75,11273.0
2019-05-20 11-43,182.77,182.77,182.77,182.77,17058.0
2019-05-20 11-44,182.85,182.85,182.85,182.85,13459.0
2019-05-20 11-45,183.11,183.11,183.11,183.11,21822.0
2019-05-20 11-46,182.95,182.95,182.95,182.95,12245.0
2019-05-20 11-47,183.12,183.12,183.12,183.12,39070.0
2019-05-20 11-48,183.18,183.18,183.18,183.18,37805.0
2019-05-20 11-49,183.21,183.21,183.21,183.21,5455.0
2019-05-20 11-50,183.12,183.12,183.12,183.12,13163.0
2019-05-20 11-51,183.17,183.17,183.17,183.17,12588.0
2019-05-20 11-52,183.2,183.2,183.2,183.2,35598.0
2019-05-20 11-53,183.2,183.2,183.2,183.2,0.0
2019-05-20 11-54,183.3,183.3,183.3,183.3,19198.0
2019-05-20 11-55,183.06,183.06,183.06,183.06,30297.0
2019-05-20 11-56,182.85,182.85,182.85,182.85,13323.0
2019-05-20 11-57,182.72,182.72,182.72,182.72,25461.0
2019-05-20 11-58,182.79,182.79,182.79,182.79,14203.0
2019-05-20 11-59,182.75,182.75,182.75,182.75,22623.0
2019-05-20 12-00,182.8,182.8,182.8,182.8,30670.0
2019-05-20 12-01,183.0923,183.0923,183.0923,183.0923,20326.0
2019-05-20 12-02,183.04,183.04,183.04,183.04,16007.0
2019-05-20 12-03,183.125,183.125,183.125,183.125,5333.0
2019-05-20 12-04,183.2,183.2,183.2,183.2,13199.0
2019-05-20 12-05,183.34,183.34,183.34,183.34,22305.0
2019-05-20 12-06,183.39,183.39,183.39,183.39,17527.0
2019-05-20 12-07,183.51,183.51,183.51,183.51,18642.0
2019-05-20 12-08,183.1,183.1,183.1,183.1,83621.0
2019-05-20 12-09,183.1055,183.1055,183.1055,183.1055,17434.0
2019-05-20 12-10,183.12,183.12,183.12,183.12,42732.0
2019-05-20 12-11,183.09,183.09,183.09,183.09,25245.0
2019-05-20 12-12,183.06,183.06,183.06,183.06,29778.0
2019-05-20 12-13,183.03,183.03,183.03,183.03,38841.0
2019-05-20 12-14,182.92,182.92,182.92,182.92,56074.0
2019-05-20 12-15,183.04,183.04,183.04,183.04,43774.0
2019-05-20 12-16,183.31,183.31,183.31,183.31,111489.0
2019-05-20 12-17,183.415,183.415,183.415,183.415,15450.0
2019-05-20 12-18,183.32,183.32,183.32,183.32,8574.0
2019-05-20 12-19,183.36,183.36,183.36,183.36,14271.0
2019-05-20 12-20,183.24,183.24,183.24,183.24,17179.0
2019-05-20 12-21,183.22,183.22,183.22,183.22,19914.0
2019-05-20 12-22,183.14,183.14,183.14,183.14,13914.0
2019-05-20 12-23,183.245,183.245,183.245,183.245,11563.0
2019-05-20 12-24,183.25,183.25,183.25,183.25,13535.0
2019-05-20 12-25,183.19,183.19,183.19,183.19,9539.0
2019-05-20 12-26,183.17,183.17,183.17,183.17,9892.0
2019-05-20 12-27,183.0501,183.0501,183.0501,183.0501,20386.0
2019-05-20 12-28,183.0289,183.0289,183.0289,183.0289,8489.0
2019-05-20 12-29,182.91,182.91,182.91,182.91,13657.0
2019-05-20 12-30,182.9556,182.9556,182.9556,182.9556,8316.0
2019-05-20 12-31,182.86,182.86,182.86,182.86,21445.0
2019-05-20 12-32,182.96,182.96,182.96,182.96,7599.0
2019-05-20 12-33,183.0088,183.0088,183.0088,183.0088,10338.0
2019-05-20 12-34,183.04,183.04,183.04,183.04,8670.0
2019-05-20 12-35,183.1691,183.1691,183.1691,183.1691,5418.0
2019-05-20 12-36,183.1901,183.1901,183.1901,183.1901,11424.0
2019-05-20 12-37,183.27,183.27,183.27,183.27,10493.0
2019-05-20 12-38,183.3,183.3,183.3,183.3,14167.0
2019-05-20 12-39,183.29,183.29,183.29,183.29,9854.0
2019-05-20 12-40,183.13,183.13,183.13,183.13,5693.0
2019-05-20 12-41,183.0877,183.0877,183.0877,183.0877,8997.0
2019-05-20 12-42,183.1937,183.1937,183.1937,183.1937,7592.0
2019-05-20 12-43,183.12,183.12,183.12,183.12,6103.0
2019-05-20 12-44,182.99,182.99,182.99,182.99,15758.0
2019-05-20 12-45,183.0377,183.0377,183.0377,183.0377,10203.0
2019-05-20 12-46,183.05,183.05,183.05,183.05,8238.0
2019-05-20 12-47,182.86,182.86,182.86,182.86,5754.0
2019-05-20 12-48,182.915,182.915,182.915,182.915,6872.0
2019-05-20 12-49,182.84,182.84,182.84,182.84,9890.0
2019-05-20 12-50,182.86,182.86,182.86,182.86,7409.0
2019-05-20 12-51,182.85,182.85,182.85,182.85,29002.0
2019-05-20 12-52,182.84,182.84,182.84,182.84,3901.0
2019-05-20 12-53,182.6813,182.6813,182.6813,182.6813,17022.0
2019-05-20 12-54,182.59,182.59,182.59,182.59,48951.0
2019-05-20 12-55,182.645,182.645,182.645,182.645,26062.0
2019-05-20 12-56,182.6295,182.6295,182.6295,182.6295,6088.0
2019-05-20 12-57,182.605,182.605,182.605,182.605,5543.0
2019-05-20 12-58,182.6,182.6,182.6,182.6,7058.0
2019-05-20 12-59,182.51,182.51,182.51,182.51,9848.0
2019-05-20 13-00,182.5882,182.5882,182.5882,182.5882,18263.0
2019-05-20 13-01,182.4991,182.4991,182.4991,182.4991,9296.0
2019-05-20 13-02,182.47,182.47,182.47,182.47,12329.0
2019-05-20 13-03,182.35,182.35,182.35,182.35,9711.0
2019-05-20 13-04,182.3451,182.3451,182.3451,182.3451,22854.0
2019-05-20 13-05,182.3305,182.3305,182.3305,182.3305,20508.0
2019-05-20 13-06,182.48,182.48,182.48,182.48,26915.0
2019-05-20 13-07,182.47,182.47,182.47,182.47,4341.0
2019-05-20 13-08,182.5,182.5,182.5,182.5,43635.0
2019-05-20 13-09,182.5,182.5,182.5,182.5,17696.0
2019-05-20 13-10,182.5401,182.5401,182.5401,182.5401,13955.0
2019-05-20 13-11,182.65,182.65,182.65,182.65,7955.0
2019-05-20 13-12,182.48,182.48,182.48,182.48,18599.0
2019-05-20 13-13,182.5,182.5,182.5,182.5,30547.0
2019-05-20 13-14,182.35,182.35,182.35,182.35,41903.0
2019-05-20 13-15,182.51,182.51,182.51,182.51,10953.0
2019-05-20 13-16,182.555,182.555,182.555,182.555,18221.0
2019-05-20 13-17,182.62,182.62,182.62,182.62,9634.0
2019-05-20 13-18,182.65,182.65,182.65,182.65,12836.0
2019-05-20 13-19,182.69,182.69,182.69,182.69,21325.0
2019-05-20 13-20,182.8,182.8,182.8,182.8,15590.0
2019-05-20 13-21,182.78,182.78,182.78,182.78,14511.0
2019-05-20 13-22,182.66,182.66,182.66,182.66,25338.0
2019-05-20 13-23,182.66,182.66,182.66,182.66,0.0
2019-05-20 13-24,182.67,182.67,182.67,182.67,4595.0
2019-05-20 13-25,182.59,182.59,182.59,182.59,17713.0
2019-05-20 13-26,182.77,182.77,182.77,182.77,9253.0
2019-05-20 13-27,182.86,182.86,182.86,182.86,11214.0
2019-05-20 13-28,182.83,182.83,182.83,182.83,6135.0
2019-05-20 13-29,182.88,182.88,182.88,182.88,14397.0
2019-05-20 13-30,182.9,182.9,182.9,182.9,13278.0
2019-05-20 13-31,182.95,182.95,182.95,182.95,7070.0
2019-05-20 13-32,182.925,182.925,182.925,182.925,13475.0
2019-05-20 13-33,182.89,182.89,182.89,182.89,10341.0
2019-05-20 13-34,182.93,182.93,182.93,182.93,11316.0
2019-05-20 13-35,182.9,182.9,182.9,182.9,11679.0
2019-05-20 13-36,183.0,183.0,183.0,183.0,15084.0
2019-05-20 13-37,183.03,183.03,183.03,183.03,12129.0
2019-05-20 13-38,183.03,183.03,183.03,183.03,0.0
2019-05-20 13-39,183.08,183.08,183.08,183.08,23722.0
2019-05-20 13-40,183.0,183.0,183.0,183.0,18003.0
2019-05-20 13-41,183.05,183.05,183.05,183.05,6918.0
2019-05-20 13-42,183.12,183.12,183.12,183.12,8513.0
2019-05-20 13-43,183.05,183.05,183.05,183.05,13051.0
2019-05-20 13-44,182.947,182.947,182.947,182.947,9681.0
2019-05-20 13-45,182.947,182.947,182.947,182.947,0.0
2019-05-20 13-46,182.9,182.9,182.9,182.9,14648.0
2019-05-20 13-47,182.9169,182.9169,182.9169,182.9169,27902.0
2019-05-20 13-48,183.0283,183.0283,183.0283,183.0283,9642.0
2019-05-20 13-49,182.9261,182.9261,182.9261,182.9261,10382.0
2019-05-20 13-50,182.9199,182.9199,182.9199,182.9199,6308.0
2019-05-20 13-51,182.885,182.885,182.885,182.885,3409.0
2019-05-20 13-52,182.78,182.78,182.78,182.78,10527.0
2019-05-20 13-53,182.775,182.775,182.775,182.775,3832.0
2019-05-20 13-54,182.71,182.71,182.71,182.71,6572.0
2019-05-20 13-55,182.71,182.71,182.71,182.71,9312.0
2019-05-20 13-56,182.7174,182.7174,182.7174,182.7174,11868.0
2019-05-20 13-57,182.74,182.74,182.74,182.74,3863.0
2019-05-20 13-58,182.665,182.665,182.665,182.665,10553.0
2019-05-20 13-59,182.77,182.77,182.77,182.77,7473.0
2019-05-20 14-00,182.8337,182.8337,182.8337,182.8337,6745.0
2019-05-20 14-01,182.8,182.8,182.8,182.8,9901.0
2019-05-20 14-02,182.7,182.7,182.7,182.7,3492.0
2019-05-20 14-03,182.69,182.69,182.69,182.69,5034.0
2019-05-20 14-04,182.72,182.72,182.72,182.72,4705.0
2019-05-20 14-05,182.6896,182.6896,182.6896,182.6896,4670.0
2019-05-20 14-06,182.84,182.84,182.84,182.84,8956.0
2019-05-20 14-07,182.827,182.827,182.827,182.827,4615.0
2019-05-20 14-08,182.73,182.73,182.73,182.73,5637.0
2019-05-20 14-09,182.68,182.68,182.68,182.68,4212.0
2019-05-20 14-10,182.68,182.68,182.68,182.68,0.0
2019-05-20 14-11,182.828,182.828,182.828,182.828,9551.0
2019-05-20 14-12,182.95,182.95,182.95,182.95,59309.0
2019-05-20 14-13,183.12,183.12,183.12,183.12,20996.0
2019-05-20 14-14,182.93,182.93,182.93,182.93,10694.0
2019-05-20 14-15,182.89,182.89,182.89,182.89,4436.0
2019-05-20 14-16,182.89,182.89,182.89,182.89,4148.0
2019-05-20 14-17,183.0304,183.0304,183.0304,183.0304,11793.0
2019-05-20 14-18,183.0714,183.0714,183.0714,183.0714,4008.0
2019-05-20 14-19,183.017,183.017,183.017,183.017,9543.0
2019-05-20 14-20,182.9426,182.9426,182.9426,182.9426,6024.0
2019-05-20 14-21,183.04,183.04,183.04,183.04,4755.0
2019-05-20 14-22,183.05,183.05,183.05,183.05,6600.0
2019-05-20 14-23,182.98,182.98,182.98,182.98,5433.0
2019-05-20 14-24,182.83,182.83,182.83,182.83,10669.0
2019-05-20 14-25,182.94,182.94,182.94,182.94,25389.0
2019-05-20 14-26,182.94,182.94,182.94,182.94,0.0
2019-05-20 14-27,183.02,183.02,183.02,183.02,9424.0
2019-05-20 14-28,182.915,182.915,182.915,182.915,16314.0
2019-05-20 14-29,182.91,182.91,182.91,182.91,6985.0
2019-05-20 14-30,183.0,183.0,183.0,183.0,8063.0
2019-05-20 14-31,183.09,183.09,183.09,183.09,18132.0
2019-05-20 14-32,183.04,183.04,183.04,183.04,17545.0
2019-05-20 14-33,182.96,182.96,182.96,182.96,5023.0
2019-05-20 14-34,182.96,182.96,182.96,182.96,0.0
2019-05-20 14-35,182.93,182.93,182.93,182.93,17672.0
2019-05-20 14-36,182.75799999999998,182.75799999999998,182.75799999999998,182.75799999999998,11388.0
2019-05-20 14-37,182.75799999999998,182.75799999999998,182.75799999999998,182.75799999999998,0.0
2019-05-20 14-38,182.71,182.71,182.71,182.71,41167.0
2019-05-20 14-39,182.66,182.66,182.66,182.66,31200.0
2019-05-20 14-40,182.79,182.79,182.79,182.79,13586.0
2019-05-20 14-41,182.7996,182.7996,182.7996,182.7996,12100.0
2019-05-20 14-42,182.83,182.83,182.83,182.83,5721.0
2019-05-20 14-43,182.9,182.9,182.9,182.9,7669.0
2019-05-20 14-44,182.94,182.94,182.94,182.94,14841.0
2019-05-20 14-45,182.96,182.96,182.96,182.96,19888.0
2019-05-20 14-46,183.01,183.01,183.01,183.01,4852.0
2019-05-20 14-47,182.995,182.995,182.995,182.995,10739.0
2019-05-20 14-48,182.995,182.995,182.995,182.995,0.0
2019-05-20 14-49,182.79,182.79,182.79,182.79,13354.0
2019-05-20 14-50,182.77,182.77,182.77,182.77,11109.0
2019-05-20 14-51,182.78,182.78,182.78,182.78,32618.0
2019-05-20 14-52,182.78,182.78,182.78,182.78,0.0
2019-05-20 14-53,182.7,182.7,182.7,182.7,10069.0
2019-05-20 14-54,182.62,182.62,182.62,182.62,65591.0
2019-05-20 14-55,182.64,182.64,182.64,182.64,6861.0
2019-05-20 14-56,182.63,182.63,182.63,182.63,12969.0
2019-05-20 14-57,182.58,182.58,182.58,182.58,17066.0
2019-05-20 14-58,182.54,182.54,182.54,182.54,10646.0
2019-05-20 14-59,182.54,182.54,182.54,182.54,0.0
2019-05-20 15-00,182.5,182.5,182.5,182.5,16652.0
2019-05-20 15-01,182.56,182.56,182.56,182.56,15029.0
2019-05-20 15-02,182.4701,182.4701,182.4701,182.4701,19282.0
2019-05-20 15-03,182.4318,182.4318,182.4318,182.4318,17208.0
2019-05-20 15-04,182.39,182.39,182.39,182.39,11662.0
2019-05-20 15-05,182.41,182.41,182.41,182.41,18329.0
2019-05-20 15-06,182.41,182.41,182.41,182.41,0.0
2019-05-20 15-07,182.4301,182.4301,182.4301,182.4301,15984.0
2019-05-20 15-08,182.42,182.42,182.42,182.42,25796.0
2019-05-20 15-09,182.41,182.41,182.41,182.41,10132.0
2019-05-20 15-10,182.41,182.41,182.41,182.41,9096.0
2019-05-20 15-11,182.26,182.26,182.26,182.26,28081.0
2019-05-20 15-12,182.275,182.275,182.275,182.275,14290.0
2019-05-20 15-13,182.275,182.275,182.275,182.275,0.0
2019-05-20 15-14,182.14,182.14,182.14,182.14,41322.0
2019-05-20 15-15,182.02,182.02,182.02,182.02,81228.0
2019-05-20 15-16,182.2276,182.2276,182.2276,182.2276,28642.0
2019-05-20 15-17,182.2927,182.2927,182.2927,182.2927,23156.0
2019-05-20 15-18,182.3599,182.3599,182.3599,182.3599,10201.0
2019-05-20 15-19,182.55,182.55,182.55,182.55,15582.0
2019-05-20 15-20,182.55,182.55,182.55,182.55,23630.0
2019-05-20 15-21,182.55,182.55,182.55,182.55,0.0
2019-05-20 15-22,182.645,182.645,182.645,182.645,26218.0
2019-05-20 15-23,182.62,182.62,182.62,182.62,36295.0
2019-05-20 15-24,182.71,182.71,182.71,182.71,12954.0
2019-05-20 15-25,182.675,182.675,182.675,182.675,14208.0
2019-05-20 15-26,182.7,182.7,182.7,182.7,15878.0
2019-05-20 15-27,182.72,182.72,182.72,182.72,12405.0
2019-05-20 15-28,182.78,182.78,182.78,182.78,14130.0
2019-05-20 15-29,182.86,182.86,182.86,182.86,19362.0
2019-05-20 15-30,182.86,182.86,182.86,182.86,0.0
2019-05-20 15-31,182.73,182.73,182.73,182.73,21170.0
2019-05-20 15-32,182.83,182.83,182.83,182.83,29743.0
2019-05-20 15-33,182.78,182.78,182.78,182.78,16164.0
2019-05-20 15-34,182.84,182.84,182.84,182.84,12240.0
2019-05-20 15-35,182.86,182.86,182.86,182.86,15435.0
2019-05-20 15-36,183.03,183.03,183.03,183.03,34754.0
2019-05-20 15-37,183.12,183.12,183.12,183.12,23832.0
2019-05-20 15-38,183.11,183.11,183.11,183.11,25784.0
2019-05-20 15-39,183.11,183.11,183.11,183.11,0.0
2019-05-20 15-40,183.18,183.18,183.18,183.18,41030.0
2019-05-20 15-41,183.31,183.31,183.31,183.31,59370.0
2019-05-20 15-42,183.31,183.31,183.31,183.31,0.0
2019-05-20 15-43,183.21,183.21,183.21,183.21,24457.0
2019-05-20 15-44,183.21,183.21,183.21,183.21,0.0
2019-05-20 15-45,183.12,183.12,183.12,183.12,34916.0
2019-05-20 15-46,183.12,183.12,183.12,183.12,0.0
2019-05-20 15-47,182.99,182.99,182.99,182.99,50289.0
2019-05-20 15-48,182.99,182.99,182.99,182.99,0.0
2019-05-20 15-49,183.07,183.07,183.07,183.07,43622.0
2019-05-20 15-50,182.91,182.91,182.91,182.91,31086.0
2019-05-20 15-51,182.8085,182.8085,182.8085,182.8085,63965.0
2019-05-20 15-52,182.95,182.95,182.95,182.95,23066.0
2019-05-20 15-53,182.9499,182.9499,182.9499,182.9499,28399.0
2019-05-20 15-54,182.9499,182.9499,182.9499,182.9499,0.0
2019-05-20 15-55,182.97,182.97,182.97,182.97,24173.0
2019-05-20 15-56,183.02,183.02,183.02,183.02,53324.0
2019-05-20 15-57,183.0201,183.0201,183.0201,183.0201,88638.0
2019-05-20 15-58,183.0201,183.0201,183.0201,183.0201,0.0
2019-05-20 15-59,182.915,182.915,182.915,182.915,134569.0
2019-05-20 16-00,182.72,182.72,182.72,182.72,1113672.0
2019-05-21 09-30,184.53,184.53,184.53,184.53,58171.0
2019-05-21 09-31,185.14,185.14,185.14,185.14,308709.0
2019-05-21 09-32,185.3238,185.3238,185.3238,185.3238,109151.0
2019-05-21 09-33,185.55,185.55,185.55,185.55,124605.0
2019-05-21 09-35,185.41,185.41,185.41,185.41,57932.0
2019-05-21 09-36,185.4883,185.4883,185.4883,185.4883,25799.0
2019-05-21 09-37,185.105,185.105,185.105,185.105,51808.0
2019-05-21 09-38,185.105,185.105,185.105,185.105,0.0
2019-05-21 09-39,185.08,185.08,185.08,185.08,78437.0
2019-05-21 09-40,184.98,184.98,184.98,184.98,49978.0
2019-05-21 09-41,184.753,184.753,184.753,184.753,68316.0
2019-05-21 09-42,184.76,184.76,184.76,184.76,27797.0
2019-05-21 09-43,184.6101,184.6101,184.6101,184.6101,27102.0
2019-05-21 09-44,184.6101,184.6101,184.6101,184.6101,0.0
2019-05-21 09-45,184.8,184.8,184.8,184.8,55630.0
2019-05-21 09-46,184.52,184.52,184.52,184.52,126539.0
2019-05-21 09-47,184.52,184.52,184.52,184.52,0.0
2019-05-21 09-48,184.38,184.38,184.38,184.38,48776.0
2019-05-21 09-49,184.19,184.19,184.19,184.19,53773.0
2019-05-21 09-50,184.39,184.39,184.39,184.39,68842.0
2019-05-21 09-51,184.2,184.2,184.2,184.2,94112.0
2019-05-21 09-52,184.2,184.2,184.2,184.2,0.0
2019-05-21 09-53,184.2,184.2,184.2,184.2,19093.0
2019-05-21 09-54,184.4927,184.4927,184.4927,184.4927,39457.0
2019-05-21 09-55,184.31,184.31,184.31,184.31,46762.0
2019-05-21 09-56,184.35,184.35,184.35,184.35,22875.0
2019-05-21 09-57,184.59,184.59,184.59,184.59,18691.0
2019-05-21 09-58,184.59,184.59,184.59,184.59,32651.0
2019-05-21 09-59,184.51,184.51,184.51,184.51,10917.0
2019-05-21 10-00,184.25,184.25,184.25,184.25,14686.0
2019-05-21 10-01,184.62,184.62,184.62,184.62,49541.0
2019-05-21 10-02,184.62,184.62,184.62,184.62,0.0
2019-05-21 10-03,184.45,184.45,184.45,184.45,13251.0
2019-05-21 10-04,184.56,184.56,184.56,184.56,11575.0
2019-05-21 10-05,184.4297,184.4297,184.4297,184.4297,12417.0
