"date","close","volume","open","high","low"
"2018/09/20","365.3600","6756310.0000","370.2600","370.2600","363.1700"
"2018/09/19","366.9600","11842150.0000","373.9500","377.6100","359.1700"
"2018/09/18","367.6500","10387420.0000","353.6700","368.1500","351.5600"
"2018/09/17","350.3500","7017306.0000","364.2200","367.3300","349.5700"
"2018/09/14","364.5600","4735893.0000","368.5500","371.0900","363.4600"
"2018/09/13","368.1500","8349938.0000","371.9100","374.0900","366.8400"
"2018/09/12","369.9500","10360140.0000","359.0800","370.4300","356.2400"
"2018/09/11","355.9300","6190391.0000","344.6700","356.1500","343.9001"
"2018/09/10","348.4100","5732200.0000","352.2700","352.5000","343.0800"
"2018/09/07","348.6800","9094700.0000","342.2000","355.7500","341.2500"
"2018/09/06","346.4600","13029930.0000","347.4400","356.0000","341.9900"
"2018/09/05","341.1800","13072940.0000","360.0000","363.3900","335.8300"
"2018/09/04","363.6000","7590605.0000","366.4700","368.8800","361.2600"
"2018/08/31","367.6800","7918045.0000","370.6600","376.0000","367.0766"
"2018/08/30","370.9800","10969500.0000","365.0000","376.8085","363.5400"
"2018/08/29","368.0400","8103592.0000","367.2000","369.8600","362.9100"
"2018/08/28","368.4900","9190409.0000","367.2300","369.9900","360.3800"
"2018/08/27","364.5800","17371910.0000","367.1450","374.4900","360.0000"
"2018/08/24","358.8200","14705630.0000","346.0000","359.1500","344.5410"
"2018/08/23","339.1700","11312170.0000","348.1100","350.0800","337.6500"
"2018/08/22","344.4400","8912548.0000","338.4900","346.2100","337.4060"
"2018/08/21","338.0200","14501880.0000","331.0000","341.5000","329.7000"
"2018/08/20","327.7300","13564480.0000","314.6400","331.6000","310.9280"
"2018/08/17","316.7800","10370280.0000","319.0100","324.3650","312.9600"
"2018/08/16","322.4400","6674219.0000","329.9000","331.1700","321.2138"
"2018/08/15","326.4000","11746500.0000","334.0300","335.4962","321.0000"
"2018/08/14","337.4900","5791723.0000","342.0900","342.4100","336.2500"
"2018/08/13","341.3100","6884455.0000","339.8900","347.1900","339.0700"
"2018/08/10","345.8700","4327581.0000","346.9100","349.1000","344.4233"
"2018/08/09","349.3600","4680889.0000","347.9600","352.4390","345.8157"
"2018/08/08","347.6100","5392715.0000","352.2100","352.2900","346.6100"
"2018/08/07","351.8300","7952555.0000","353.2300","357.3100","349.0100"
"2018/08/06","350.9200","8186587.0000","342.8650","351.9800","341.7400"
"2018/08/03","343.0900","8836308.0000","347.7500","347.8600","338.4768"
"2018/08/02","344.5000","7111670.0000","337.2300","345.0000","334.7100"
"2018/08/01","338.3800","7761986.0000","335.8700","344.4100","334.0200"
"2018/07/31","337.4500","14039440.0000","331.5100","342.5000","328.0000"
"2018/07/30","334.9600","18227810.0000","351.9300","352.0300","334.0201"
"2018/07/27","355.2100","8938523.0000","366.8500","367.0000","351.6500"
"2018/07/26","363.0900","6961506.0000","358.1900","365.5400","356.6250"
"2018/07/25","362.8700","8382441.0000","357.5700","363.2800","355.6500"
"2018/07/24","357.3200","12829360.0000","366.9400","367.4000","354.5600"
"2018/07/23","362.6600","11463490.0000","359.1450","363.9000","353.6000"
"2018/07/20","361.0500","15089420.0000","364.9200","370.5000","360.1400"
"2018/07/19","364.2300","16829630.0000","371.0600","375.7490","363.0000"
"2018/07/18","375.1300","21706840.0000","381.2400","383.1300","372.3552"
"2018/07/17","379.4800","58303640.0000","346.9500","385.0000","344.0000"
"2018/07/16","400.4800","22225460.0000","398.9800","403.3550","391.7500"
"2018/07/13","395.8000","15695110.0000","409.1900","410.0000","395.0810"
"2018/07/12","413.5000","12703940.0000","415.1550","416.7900","407.8000"
"2018/07/11","418.6500","9635060.0000","411.3400","419.7700","410.6000"
"2018/07/10","415.6300","9205902.0000","417.2400","419.4400","413.0800"
"2018/07/09","418.9700","11091340.0000","415.9500","419.1200","411.1000"
"2018/07/06","408.2500","8568382.0000","397.4500","408.6495","395.5225"
"2018/07/05","398.3900","8418116.0000","393.8000","399.2400","390.8600"
"2018/07/03","390.5200","5280344.0000","399.4900","399.9800","389.5000"
"2018/07/02","398.1800","8125655.0000","385.4500","398.3800","380.0000"
"2018/06/29","391.4300","9228678.0000","399.1900","401.3299","390.5500"
"2018/06/28","395.4200","12202630.0000","395.0000","396.9000","387.1000"
"2018/06/27","390.3900","16495200.0000","407.5600","411.5865","390.0000"
"2018/06/26","399.3900","15165630.0000","393.2800","404.7800","389.0500"
"2018/06/25","384.4800","22458240.0000","404.6900","405.9900","378.7500"
"2018/06/22","411.0900","10410580.0000","419.9800","420.5000","409.6510"
"2018/06/21","415.4400","18048570.0000","421.3800","423.2056","406.3701"
"2018/06/20","416.7600","16453370.0000","415.1500","419.4675","409.6000"
"2018/06/19","404.9800","16673810.0000","389.5000","405.2900","388.5000"
"2018/06/18","390.4000","6800984.0000","387.7200","393.1600","386.5000"
"2018/06/15","391.9800","13569210.0000","390.7100","398.8600","387.5100"
"2018/06/14","392.8700","14549540.0000","384.2700","395.0300","383.2500"
"2018/06/13","379.9300","18186020.0000","367.5300","384.2537","364.1100"
"2018/06/12","363.8300","4220072.0000","363.6000","365.9800","362.0000"
"2018/06/11","361.4500","4415776.0000","361.8800","365.6700","360.9100"
"2018/06/08","360.5700","5222873.0000","358.0600","362.3900","356.2500"
"2018/06/07","361.4000","8260323.0000","368.5400","368.7000","357.8000"
"2018/06/06","367.4500","7700033.0000","367.7848","369.6799","363.3300"
"2018/06/05","365.8000","8346886.0000","363.3200","369.8300","361.4124"
"2018/06/04","361.8100","7662865.0000","362.6850","363.0000","355.5100"
"2018/06/01","359.9300","7102421.0000","353.8800","359.9900","352.8200"
"2018/05/31","351.6000","6906813.0000","353.8000","355.5300","350.2100"
"2018/05/30","353.5400","5658169.0000","352.3700","354.0000","349.2600"
"2018/05/29","349.7300","9700413.0000","351.5000","356.1000","346.7100"
"2018/05/25","351.2900","7801602.0000","349.9000","354.3600","348.8300"
"2018/05/24","349.2900","14493130.0000","344.3400","354.0000","341.1200"
"2018/05/23","344.7200","10021210.0000","329.0400","345.0000","328.0900"
"2018/05/22","331.6200","5916643.0000","334.0500","336.6300","331.1500"
"2018/05/21","331.8200","6596446.0000","327.1100","331.8800","325.4500"
"2018/05/18","324.1800","3574961.0000","324.9000","326.4200","322.8000"
"2018/05/17","325.2200","4927856.0000","327.5300","330.4500","323.1734"
"2018/05/16","328.1900","3664326.0000","326.2800","329.7200","325.1400"
"2018/05/15","326.1300","4739263.0000","325.9400","326.9400","322.4340"
"2018/05/14","328.5300","4086250.0000","327.2500","330.5038","327.0400"
"2018/05/11","326.4600","4584430.0000","329.6500","331.2600","324.8700"
"2018/05/10","329.6000","5232784.0000","331.5000","332.0550","327.3438"
"2018/05/09","330.3000","5623407.0000","328.7900","331.9500","327.5100"
"2018/05/08","326.8900","4694953.0000","325.9000","327.3480","323.0500"
"2018/05/07","326.2600","7121198.0000","321.9947","329.0234","319.3400"
"2018/05/04","320.0900","8204203.0000","308.7100","320.9800","307.6700"
"2018/05/03","311.6900","6037386.0000","312.5900","312.5900","305.7300"
"2018/05/02","313.3600","5577613.0000","311.6500","317.1000","310.4034"
"2018/05/01","313.3000","6014838.0000","310.3600","313.4800","306.6900"
"2018/04/30","312.4600","6066764.0000","311.0700","317.8800","310.1180"
"2018/04/27","311.7600","7070118.0000","316.2500","317.4500","306.5000"
"2018/04/26","313.9800","9223707.0000","310.0000","316.6300","305.5800"
"2018/04/25","305.7600","14763940.0000","306.3700","309.9800","292.6150"
"2018/04/24","307.0200","13873450.0000","319.2170","320.2490","302.3100"
"2018/04/23","318.6900","8871631.0000","329.1500","331.2200","317.0800"
"2018/04/20","327.7700","9116941.0000","332.2200","336.5100","326.0000"
"2018/04/19","332.7000","8420032.0000","332.8800","335.3100","326.7700"
"2018/04/18","334.5200","11175190.0000","336.3000","338.8200","331.1000"
"2018/04/17","336.0600","33811180.0000","329.6600","338.6200","323.7700"
"2018/04/16","307.7800","19782250.0000","315.9900","316.1000","304.0000"
"2018/04/13","311.6500","12001850.0000","317.2900","317.4900","308.2300"
"2018/04/12","309.2500","10206660.0000","309.7190","311.1300","306.7500"
"2018/04/11","303.6700","14839040.0000","302.8850","311.6400","301.8200"
"2018/04/10","298.0700","10669840.0000","297.6800","298.9500","291.6900"
"2018/04/09","289.9300","9833068.0000","291.7700","299.5500","289.1200"
"2018/04/06","288.8500","11362890.0000","289.1000","298.8500","285.6500"
"2018/04/05","293.9700","10569180.0000","293.1500","299.1600","289.1100"
"2018/04/04","288.9400","12892670.0000","273.6300","290.3100","271.2239"
"2018/04/03","283.6700","12669270.0000","285.4500","291.2500","278.0100"
"2018/04/02","280.2900","13343310.0000","291.9400","292.8700","275.0500"
"2018/03/29","295.3500","19115850.0000","287.0000","295.3500","275.9000"
"2018/03/28","285.7700","18949520.0000","298.3900","298.8000","281.6100"
"2018/03/27","300.6900","12028240.0000","322.4900","322.9000","297.0000"
"2018/03/26","320.3500","11970640.0000","309.3600","321.0300","302.0000"
"2018/03/23","300.9400","9504181.0000","307.4100","310.7300","300.3600"
"2018/03/22","306.7000","7959714.0000","313.0700","314.1200","305.6600"
"2018/03/21","316.4800","5061869.0000","316.3500","319.4000","314.5110"
"2018/03/20","317.5000","5983240.0000","313.2600","319.5000","312.8000"
"2018/03/19","313.4800","9844201.0000","315.8000","317.0000","307.3400"
"2018/03/16","318.4500","7315268.0000","321.4200","324.1100","318.3700"
"2018/03/15","321.0900","5465467.0000","323.1700","323.4000","318.1400"
"2018/03/14","321.5500","10463840.0000","318.1600","323.8800","317.7000"
"2018/03/13","315.8800","12878750.0000","323.8700","325.8409","313.2780"
"2018/03/12","321.3000","20277420.0000","333.5600","333.9800","318.6000"
"2018/03/09","331.4400","14320240.0000","321.3300","331.4400","320.2300"
"2018/03/08","317.0000","11366700.0000","322.2000","322.9176","314.1300"
"2018/03/07","321.1600","17110740.0000","320.0000","323.7400","314.5500"
"2018/03/06","325.2200","18245450.0000","319.8800","325.7900","316.5000"
"2018/03/05","315.0000","18957770.0000","302.8500","316.9100","297.6000"
"2018/03/02","301.0500","13278500.0000","284.6500","301.1800","283.2300"
"2018/03/01","290.3900","11892990.0000","292.7500","295.2500","283.8300"
"2018/02/28","291.3800","7501444.0000","293.1000","295.7500","290.7800"
"2018/02/27","290.6100","9247414.0000","294.7700","297.3600","290.5900"
"2018/02/26","294.1600","10256830.0000","288.7500","295.6475","287.0100"
"2018/02/23","285.9300","7292789.0000","281.0000","286.0000","277.8100"
"2018/02/22","278.1400","8878337.0000","283.8800","284.5000","274.4500"
"2018/02/21","281.0400","9348109.0000","282.0700","286.6400","280.0100"
"2018/02/20","278.5500","7754759.0000","277.7400","285.8120","276.6100"
"2018/02/16","278.5200","8302883.0000","278.7300","281.9600","275.6900"
"2018/02/15","280.2700","10724010.0000","270.0300","280.5000","267.6300"
"2018/02/14","266.0000","10948740.0000","260.4700","269.8800","260.3300"
"2018/02/13","258.2700","6805745.0000","257.2900","261.4100","254.7000"
"2018/02/12","257.9500","8518564.0000","252.1400","259.1500","249.0000"
"2018/02/09","249.4700","16899060.0000","253.8500","255.7999","236.1100"
"2018/02/08","250.1000","9267707.0000","267.0800","267.6200","250.0000"
"2018/02/07","264.5600","8729209.0000","266.5800","272.4500","264.3250"
"2018/02/06","265.7200","12412240.0000","247.7000","266.7000","245.0000"
"2018/02/05","254.2600","11816490.0000","262.0000","267.8990","250.0300"
"2018/02/02","267.4300","9030600.0000","263.0000","270.6200","262.7100"
"2018/02/01","265.0700","9651161.0000","266.4100","271.9500","263.3800"
"2018/01/31","270.3000","11653530.0000","281.9400","282.2890","269.5800"
"2018/01/30","278.8000","12055820.0000","277.0000","282.7300","272.7000"
"2018/01/29","284.5900","17377340.0000","274.2000","286.8100","273.9200"
"2018/01/26","274.6000","10932370.0000","271.4850","274.6000","268.7600"
"2018/01/25","269.7000","15311560.0000","263.0000","272.3000","260.2300"
"2018/01/24","261.3000","17193780.0000","250.8800","261.7100","249.3110"
"2018/01/23","250.2900","27637170.0000","255.0500","257.7100","248.0200"
"2018/01/22","227.5800","17128090.0000","222.0000","227.7850","221.2000"
"2018/01/19","220.4600","10356210.0000","222.7500","223.4900","218.5000"
"2018/01/18","220.3300","8212094.0000","220.3400","220.5800","216.5500"
